Date,TSLA,AAPL,AMZN,GOOGL,sp500
2023-06-12,0.0,0.0,0.0,0.0,0.0
2023-06-13,3.5544128242966044,-0.2611653218746124,0.07111003199982147,0.15367392619234366,0.6932584761680793
2023-06-14,-0.7421371317580694,0.3491350161869189,-0.1894879884926648,-0.12921235544167686,0.08194076003487094
2023-06-15,-0.34659239799892383,1.1198682211304156,0.5458016543269828,1.1482155655937243,1.217813698517345
2023-06-16,1.813214052015355,-0.5859880490725833,-1.2744888197649074,-1.2471001712878071,-0.36716193988033385
2023-06-20,5.338912722001776,0.04866771511018442,0.2310948445805039,-0.3480938309924464,-0.47351341054383544
2023-06-21,-5.46184007477668,-0.5675303087098627,-0.755284590127181,-2.0714829033075532,-0.5245277085977551
2023-06-22,1.9848894111198723,1.6525294494369236,4.261789623803569,2.156780098134714,0.3710753626574581
2023-06-23,-3.027088806722378,-0.17112691134693048,-0.6300361919969633,-0.6577386747478542,-0.7658795633847637
2023-06-26,-6.060016633625775,-0.7552970101992296,-1.546431587167707,-3.269576687702691,-0.4486779982200151
2023-06-27,3.8000429562917493,1.5059066345298966,1.4529104045574393,-0.008445586568550656,1.1455777787018118
2023-06-28,2.40996896954786,0.6327780797909854,-0.1083754432466999,1.5634230081078115,-0.035400978894173374
2023-06-29,0.49173033626503937,0.17965460390521049,-0.8834406537251538,-0.8986535432785936,0.4473526683512752
2023-06-30,1.6582481606492783,2.3102510509079632,1.9233769000189582,0.5037770628111948,1.2269017659743087
2023-07-03,6.895373445427366,-0.7784680606965799,-0.10739443770555468,0.16708820612851838,0.11706865481149187
2023-07-05,0.9506123909958086,-0.5871375056598072,0.12287180203460757,1.542951168121376,-0.19683139606652134
2023-07-06,-2.1028045208104085,0.2508732153585047,-1.5493205988729275,-1.347022085953542,-0.7922515415510367
2023-07-07,-0.7630056425625198,-0.5891272077553245,1.106262201770969,-0.5245169013542328,-0.28651801277997935
2023-07-10,-1.7563704598109409,-1.0855843008916843,-2.041918285409672,-2.5359945794775296,0.24051194034939716
2023-07-11,0.0667717084456676,-0.2810024800285138,1.2978852839820476,0.5925310944515871,0.6742215156717579
2023-07-12,0.8154422401772665,0.8985550962107736,1.568569880112225,1.528086840408105,0.7411145100759908
2023-07-13,2.172875427149612,0.4057485357729984,2.675840916161931,4.717060956828578,0.8470179957783319
2023-07-14,1.2522529912772917,0.07872843526774975,0.2829408900884234,0.7065980784879411,-0.10243811584819129
2023-07-17,3.1985215167468217,1.7305590274832694,-0.8315972513331604,-0.6139345035145016,0.3855356437357571
2023-07-18,1.0193509901870401,-0.13403255748356546,-0.5465676406731013,-0.7139986993611513,0.7117288222535212
2023-07-19,-0.7090702250741598,0.7071751438550322,1.9046892602732513,-1.397869527369,0.23578588709500803
2023-07-20,-9.737009860008495,-1.0097391896840224,-3.9893571750408308,-2.319103383892529,-0.6756875147840957
2023-07-21,-1.0954754468143868,-0.6161665258219817,0.030773533446226686,0.6879192246794119,0.032415482692993436
2023-07-24,3.476659075024635,0.42200559981810937,-0.9230745755709147,1.2581254611438997,0.4034089155574794
2023-07-25,-1.4048906614123058,0.4513593344682265,0.2562125956798944,0.5595328824208101,0.2814712029929778
2023-07-26,-0.35057022016762307,0.45450103553605903,-0.7589335934878205,5.7769456189164625,-0.015544744781559316
2023-07-27,-3.2683938680391544,-0.6580970587644619,0.07803832093540297,0.10055667960640058,-0.6424700279192064
2023-07-28,4.196157931177735,1.3507921508448373,3.0877245332297854,2.457502383743715,0.9877881875342887
2023-07-31,0.371562162326855,0.3165986372825502,1.1118568090654923,0.10559615908500852,0.14687171966489831
2023-08-01,-2.3781870118334214,-0.4275878599845129,-1.4886223394710907,-0.8815537659615402,-0.26650918726683903
2023-08-02,-2.665954157355066,-1.5489999334607263,-2.6425663778747666,-2.409728692821156,-1.383957541738301
2023-08-03,2.0502958173047814,-0.7321651514710981,0.5459768439170398,0.05451944443652934,-0.2547973917609636
2023-08-04,-2.105509239416581,-4.802004898105661,8.269337801006271,-0.26469158892049593,-0.529999622380839
2023-08-07,-0.9493435973824349,-1.7253691383433578,1.8986843572548429,2.6695793869732976,0.902405745383561
2023-08-08,-0.6959634206558429,0.5311696482092065,-1.6031491771390738,-0.09884048051322925,-0.42182700223970526
2023-08-09,-3.007606967809695,-0.895439701348677,-1.493494570121734,-1.3241935427681595,-0.7038747560775049
2023-08-10,1.3006292021680244,-0.12346440186814522,0.5150463718840648,0.023136494253894746,0.025068771249703303
2023-08-11,-1.096438608281991,-0.10114509936260951,-0.10825194798443905,-0.10024279463733965,-0.10696312010077813
2023-08-14,-1.1910156448968756,0.9393180104611876,1.5605834874352187,1.3661657192147292,0.5750383620255262
2023-08-15,-2.8361644764614224,-1.120032146677552,-2.0630355012962953,-1.1802353081147188,-1.1550831677699436
2023-08-16,-3.159340830287438,-0.49590850332903447,-1.8885675014943426,-0.8321789499253551,-0.75554433893813
2023-08-17,-2.828016272253586,-1.4555174817995509,-0.8069975106044458,0.9479419189059923,-0.7712864385729601
2023-08-18,-1.7014851321818125,0.28161235239314575,-0.5672447612115605,-1.8934722284045358,-0.014872916647590273
2023-08-21,7.3274828918382,0.7736780344014926,1.095925117625085,0.7139463669003643,0.6879175048229769
2023-08-22,0.8258403978685713,0.7904910251348207,-0.31926989840012077,0.5530939790244771,-0.27774179104816943
2023-08-23,1.573823118710882,2.1948877071738204,0.9459994580714559,2.548801703953263,1.1044888377340412
2023-08-24,-2.879341090367582,-2.617044148719283,-2.715472121128115,-1.956634005763691,-1.3458039995401183
2023-08-25,3.7167463490241914,1.264313224744873,1.0770617478674804,0.07705817880743204,0.6717988442317857
2023-08-28,0.09640428763089126,0.8846099466185864,-0.09004586682715976,0.8700258558220764,0.626459753365527
2023-08-29,7.687791972402569,2.181027039532446,1.3294308852149106,2.717359718076362,1.4508347036412905
2023-08-30,-0.10887269121663268,1.9172272827023162,0.11860029483812262,0.973469188745435,0.383312989285467
2023-08-31,0.4593198535678855,0.1172401960345848,2.1766395374215985,0.21341866037090096,-0.1596945205509792
2023-09-01,-5.064318329763218,0.8463361036912254,0.07970481467276525,-0.37452780619354753,0.17991596526802933
2023-09-05,4.6855214011356505,0.12667065653462206,-0.6154002858205887,0.08108551332899339,-0.419419058100845
2023-09-06,-1.7817428513501543,-3.579332311737149,-1.3914209970579572,-0.964865226022138,-0.697157775588586
2023-09-07,-0.17068620153485314,-2.9249390390909014,1.8395430569861038,0.5949633742553084,-0.32113009127796577
2023-09-08,-1.188916230408743,0.3491749975851999,0.27565441218631026,0.8280426005192298,0.14266008258556617
2023-09-11,10.092549928477123,0.6622561359722834,3.5231212663680456,0.395947548613762,0.6723514803174124
2023-09-12,-2.229686338670178,-1.7060646455066664,-1.3067856717097759,-1.153959868670995,-0.5695872498027943
2023-09-13,1.4281354305895722,-1.1854771989295187,2.5632022130484877,1.0122730996358076,0.12416235236110129
2023-09-14,1.7471511114000693,0.8782496529087691,-0.08975138235036706,1.016750289945989,0.8429883781315706
2023-09-15,-0.5977372284481253,-0.41539260470577766,-2.9919857618376344,-0.5068878900023721,-1.2159552507158722
2023-09-18,-3.3200974462619715,1.6913358132535583,-0.29204620264398073,0.5895290053601121,0.07212964460983073
2023-09-19,0.45989189773711914,0.6180851244426799,-1.6788047695762587,-0.12301093949467212,-0.21511026084926055
2023-09-20,-1.4671683535119606,-1.999219123598317,-1.700219075536713,-3.115030427490406,-0.9394795170962755
2023-09-21,-2.6238620989897266,-0.8889468166570769,-4.40534536983307,-2.467476384189682,-1.6400890463858953
2023-09-22,-4.231518261464751,0.49445216268977354,-0.1623805079207563,-0.1456627091766527,-0.22956120092377796
2023-09-25,0.8616467528091087,0.738033408360006,1.6651248734342872,0.6602691826115725,0.40230922718664797
2023-09-26,-1.161994539109401,-2.3398427273646605,-4.029862682526875,-1.9372994236202201,-1.473449776826885
2023-09-27,-1.4828753029631048,-0.8897499292564004,0.0,1.5322282411840416,0.02293186195019281
2023-09-28,2.444908475181906,0.15256103784480057,0.0,1.355909578286285,0.5893073124170867
2023-09-29,1.5585665483353939,0.3046483478957418,0.9049050319664742,-1.0959088315303234,-0.2709491359862204
2023-10-02,0.5515166158101437,1.4835542237771948,1.840783446134786,2.529418877545009,0.00792901202177898
2023-10-03,-2.0151062008054166,-0.7769819300809333,-3.6613666362928843,-1.2968663016400095,-1.374408577578079
2023-10-04,5.934371052307452,0.730864159068112,1.8280939360016735,2.1218855038845685,0.8109801510834735
2023-10-05,-0.42503287393760303,0.7197972898999483,-0.8188983586829512,-0.1257010958594651,-0.13040164174730196
2023-10-06,0.1845841218459432,1.4750453244736894,1.5878056641289273,1.8582915308585246,1.1814879091820885
2023-10-09,-0.3300907210654902,0.8451180086631815,0.23444468936362206,0.6105511896431937,0.6303818034118613
2023-10-10,1.5211543440507347,-0.335217657467779,0.9511938819224852,-0.2600784677891488,0.5207972949908379
2023-10-11,-0.2389822071472425,0.7904051050695804,1.8149568899126889,1.8035676786878785,0.4293017364807916
2023-10-12,-1.5665976919941982,0.5061199369654101,0.3792763354738993,-1.1241563833142343,-0.6246358765807258
2023-10-13,-2.993780718577166,-1.029273721015711,-1.9194502454286222,-1.1585238513416085,-0.5018840769632216
2023-10-16,1.115006015531006,-0.07268933652552212,2.1265196921155027,1.2667483149624736,1.0594346293018697
2023-10-17,0.36626021631882555,-0.87847320585005,-0.8147882355257097,0.4457189719503818,-0.009831650139591197
2023-10-18,-4.775363208267347,-0.7394849583563845,-2.5405007278304192,-1.259658238948791,-1.3399798774352711
